,ProductID,Description,Name,Type,Color,Size,Image
1774,203.160.46,"The handle has a rustic, handcrafted look as it is forged from a solid iron rod and not moulded.",BORGHAMN,Handle,Not known,170 mm,images/objects/203.160.46.jpg
1775,003.158.87,The shelves have a ledge to prevent whatever you place on it from sliding off.,FALSTERBO,Wall shelf,Not known,60x100 cm,images/objects/003.158.87.jpg
1776,202.987.97,"Durable, stain resistant and easy to care for since the rug is made of synthetic fibres.",HODDE,"Rug, flatwoven","In,outdoor grey,black",200x300 cm,images/objects/202.987.97.jpg
1777,803.158.88,The fittings of the wall shelf are concealed by fitting the hooks on top.,FALSTERBO,Wall rail with hooks,Not known,Not known,images/objects/803.158.88.jpg
1778,903.224.35,"Hinges are sold separately. KALLARP is a high-gloss door with sleek, straight lines and brings a colourful, modern look to your kitchen.",KALLARP,Door,High-gloss light green,40x60 cm,images/objects/903.224.35.jpg
1779,403.351.19,Protects the wall against soiling and makes cleaning easy.,LYSEKIL,Wall panel,"Double sided clouds,dots",120x55 cm,images/objects/403.351.19.jpg
1780,602.222.39,"The clean lines of these handles give your kitchen a minimalist, modern expression.",BLANKETT,Handle,Aluminium,595 mm,images/objects/602.222.39.jpg
1781,291.574.77,25 year guarantee. Read about the terms in the guarantee brochure.,LNGUDDEN,"Inset sink, 1 bowl",Stainless steel,56x53 cm,images/objects/291.574.77.jpg
1782,903.009.52,5 year guarantee. Read about the terms in the guarantee brochure.,RAFFINERAD,Microwave oven,Stainless steel,Not known,images/objects/903.009.52.jpg
1783,603.347.36,You sit comfortably thanks to the restful flexibility of the seat.,BERNHARD,Chair,"Chrome-plated,mjuk green",Not known,images/chair/603.347.36.jpg
1784,901.767.97,"Made of the finest quality bone china which means the bowl is very thin and delicate, while being extremely resistant to impact and very durable.",SKYN,Serving bowl,White,16 cm,images/objects/901.767.97.jpg
1785,702.783.63,Also suitable for hot drinks.,IKEA 365+,Wine glass,Clear glass,30 cl,images/objects/702.783.63.jpg
1786,191.449.37,"Add, remove or change functions to suit your needs, and choose covers to fit your style.",VALLENTUNA,Seat module,Ramna dark beige,Not known,images/objects/191.449.37.jpg
1787,102.816.98,25 year guarantee. Read about the terms in the guarantee brochure.,SKRALID,Open storage,Birch,60x60x88 cm,images/objects/102.816.98.jpg
1788,402.848.03,"These white handles are easy to grip and smooth to the touch, while giving a traditional look to your kitchen.",ERIKSDAL,Handle,White,168 mm,images/objects/402.848.03.jpg
1789,202.100.21,The colours are retained wash after wash thanks to the yarn dyed cotton.,IRIS,Tea towel,Grey,50x70 cm,images/objects/202.100.21.jpg
1790,702.879.37,15 year guarantee. Read about the terms in the guarantee brochure.,IKEA 365+,Vegetable knife,Stainless steel,16 cm,images/objects/702.879.37.jpg
1791,403.219.52,Hinges are sold separately. Personalise your kitchen in a fun and easy way by adding one or more colourful accent doors.,JRSTA,Door,High-gloss orange,40x100 cm,images/objects/403.219.52.jpg
1792,503.228.52,"These handles are easy to grip and smooth to the touch, while giving a modern look to your kitchen.",BERGHALLA,Handle,White,235 mm,images/objects/503.228.52.jpg
1793,703.356.22,25 year guarantee. Read about the terms in the guarantee brochure.,EKBACKEN,Worktop,White marble effect,186x2.8 cm,images/objects/703.356.22.jpg
1794,403.151.78,25 year guarantee. Read about the terms in the guarantee brochure.,HILLESJN,"Inset sink 1 1,2 bowl",Stainless steel,75x46 cm,images/objects/403.151.78.jpg
1795,203.052.98,10 year guarantee. Read about the terms in the guarantee brochure.,BOSJN,Kitchen mixer tap,Stainless steel colour,Not known,images/objects/203.052.98.jpg
1796,402.329.46,"Preparing food and doing kitchen work is safer, easier and more fun when you have a good, even light across your worktop.",UTRUSTA,LED worktop lighting,White,60 cm,images/objects/402.329.46.jpg
1797,002.820.71,You can free up space on your worktop by hanging accessories on the rail.,RIMFORSA,Rail,Stainless steel,60 cm,images/objects/002.820.71.jpg
1798,500.572.54,The serving bowls in the BLANDA series are available in several different materials and sizes  mix and match according to taste and need.,BLANDA BLANK,Serving bowl,Stainless steel,28 cm,images/objects/500.572.54.jpg
1799,202.374.69,"Hinges are sold separately. RINGHULT high-gloss door reflects light in exciting ways and gives a sleek, ultra contemporary look. Grey accentuates the contemporary styling and makes a sophisticated kitchen with colour.",RINGHULT,Door,High-gloss grey,60x80 cm,images/objects/202.374.69.jpg
1800,803.045.97,5 year guarantee. Read about the terms in the guarantee brochure.,MOLNIGT,Wall mounted extractor hood,Dark grey,60 cm,images/objects/803.045.97.jpg
1801,401.777.18,"Shelves in stainless steel, a hygienic, strong and durable material that is easy to keep clean.",LIMHAMN,Wall shelf,Stainless steel,60x20 cm,images/objects/401.777.18.jpg
1802,002.229.73,"Made of bamboo, which is an easy-care and hardwearing natural material.",BLANDA MATT,Serving bowl,Bamboo,12 cm,images/objects/002.229.73.jpg
1803,202.133.12,"Tempered glass and metal are durable materials that provide an open, airy feel.",VITTSJ,Shelving unit,"Black-brown,glass",100x175 cm,images/objects/202.133.12.jpg
1804,702.210.03,"Hinges are sold separately. VEDDINGE grey is a smooth, sleek door that brings a soft and modern expression to your kitchen.",VEDDINGE,Door,Grey,40x80 cm,images/objects/702.210.03.jpg
1805,102.228.21,5 year guarantee. Read about the terms in the guarantee brochure.,BARMHRTIG,Glass ceramic hob,Black,59 cm,images/objects/102.228.21.jpg
1806,601.665.73,Untreated solid wood is a durable natural material which is even more hardwearing and easy to look after if you oil or wax the surface.,IVAR,Shelf,Pine,42x30 cm,images/objects/601.665.73.jpg
1807,101.665.75,Untreated solid wood is a durable natural material which is even more hardwearing and easy to look after if you oil or wax the surface.,IVAR,Shelf,Pine,83x30 cm,images/objects/101.665.75.jpg
1808,901.452.68,Untreated solid wood is a durable natural material which is even more hardwearing and easy to look after if you oil or wax the surface.,IVAR,Chest of 3 drawers,Pine,80x57 cm,images/objects/901.452.68.jpg
1809,602.606.98,Takes little space but gives plenty of practical storage as this cabinet fits snugly in tight corners.,IKEA PS 2014,Corner cabinet,Pink,52x110 cm,images/objects/602.606.98.jpg
1810,202.468.45,Solid pine; a natural material that ages beautifully.,IKEA PS 2014,Table,Pine,120x75 cm,images/dining table/202.468.45.jpg
1811,202.468.45,Solid pine; a natural material that ages beautifully.,IKEA PS 2014,Table,Pine,120x75 cm,images/dining table/202.468.45.jpg
1812,502.056.69,Hinges are sold separately. TINGSRYD wood effect black is a smooth-faced door with a dark tone and prominent wood grain pattern. It creates a modern kitchen with a warm and welcoming feel.,TINGSRYD,Door,Wood effect black,40x80 cm,images/objects/502.056.69.jpg
1813,502.371.37,5 year guarantee. Read about the terms in the guarantee brochure.,MJLIG,Domino glass ceramic hob,Black,29 cm,images/objects/502.371.37.jpg
1814,102.020.88,Helps free up space on your worktop while keeping cooking utensils close at hand.,GRUNDTAL,Cutlery stand,Stainless steel,12x28 cm,images/objects/102.020.88.jpg
1815,702.577.99,The neck-band can be adjusted to fit everybody.,IKEA 365+,Apron,Grey,Not known,images/objects/702.577.99.jpg
1816,503.314.70,25 year guarantee. Read about the terms in the guarantee brochure.,BARKABODA,Worktop,Walnut,246x3.8 cm,images/objects/503.314.70.jpg
1817,391.579.19,25 year guarantee. Read about the terms in the guarantee brochure.,NORRSJN,"Inset sink, 2 bowls",Stainless steel,73x44 cm,images/objects/391.579.19.jpg
1818,403.070.17,10 year guarantee. Read about the terms in the guarantee brochure.,VIMMERN,"Kitchen mixer tap,handspray",Stainless steel colour,Not known,images/objects/403.070.17.jpg
1819,603.039.33,5 year guarantee. Read about the terms in the guarantee brochure.,HGKLASSIG,Induction hob,Black,78 cm,images/objects/603.039.33.jpg
1820,803.008.77,5 year guarantee. Read about the terms in the guarantee brochure.,KULINARISK,Pyrolytic oven,Stainless steel,Not known,images/objects/803.008.77.jpg
1821,903.074.49,5 year guarantee. Read about the terms in the guarantee brochure.,KULINARISK,Microwave combi with forced air,Not known,Not known,images/objects/903.074.49.jpg
1822,202.578.10,"Two loops make it easy to hang up,store the tea towel when youre not using it.",IKEA 365+,Tea towel,White,50x70 cm,images/objects/202.578.10.jpg
1823,702.583.17,"The glass has a large round bowl which helps the wines aromas and flavours to develop better, enhancing your experience of the drink.",IVRIG,Red wine glass,Clear glass,48 cl,images/objects/702.583.17.jpg
1824,002.095.99,"Made of the finest quality bone china which means the plate is very thin and delicate, while being extremely resistant to impact and very durable.",STOCKHOLM,Plate,White,32 cm,images/objects/002.095.99.jpg
1825,002.255.04,"Made of the finest quality bone china which means the plate is very thin and delicate, while being extremely resistant to impact and very durable.",STOCKHOLM,Plate,White,14 cm,images/objects/002.255.04.jpg
1826,802.058.61,Hinges are sold separately. Personalise your kitchen in a fun and easy way by adding one or more colourful accent doors.,GREVSTA,Door,Stainless steel,40x80 cm,images/objects/802.058.61.jpg
1827,802.752.17,25 year guarantee. Read about the terms in the guarantee brochure.,EKBACKEN,Worktop,Light oak effect,186x2.8 cm,images/objects/802.752.17.jpg
1828,503.008.07,5 year guarantee. Read about the terms in the guarantee brochure.,REALISTISK,Oven,Stainless steel,Not known,images/objects/503.008.07.jpg
1829,302.197.09,Can be hung on GRUNDTAL rail to free up space on the worktop.,GRUNDTAL,Shelf,Stainless steel,25x12.5x20 cm,images/objects/302.197.09.jpg
1830,602.229.70,"Dinnerware that combines a simple, rustic design with a soft ruffled edge. It allows you to coordinate ARV with other porcelain to get different characters in your table settings.",ARV,Bowl,Pink,15 cm,images/objects/602.229.70.jpg
1831,401.878.64,"Dinnerware that combines a simple, rustic design with a soft ruffled edge. It allows you to coordinate ARV with other porcelain to get different characters in your table settings.",ARV,Side plate,White,22 cm,images/objects/401.878.64.jpg
1832,803.009.24,5 year guarantee. Read about the terms in the guarantee brochure.,REALISTISK,Oven,Grey-green,Not known,images/objects/803.009.24.jpg
1833,602.321.15,10 year guarantee. Read about the terms in the guarantee brochure.,HRDA,Open cabinet,White,20x37x40 cm,images/objects/602.321.15.jpg
1834,902.814.25,Stands steady on uneven floors because it has adjustable feet.,LIMHAMN,Leg,White,28x58 cm,images/objects/902.814.25.jpg
1835,303.066.26,5 year guarantee. Read about the terms in the guarantee brochure.,UDDEN,Wall mounted extractor hood,Grey-green,Not known,images/objects/303.066.26.jpg
1836,902.054.84,"Hinges are sold separately. BODBYN door has a frame and a bevelled panel that give it a distinct, traditional character. Creamy off-white brings a bright, warm touch to your kitchen.",BODBYN,Door,Off-white,40x60 cm,images/objects/902.054.84.jpg
1837,502.652.48,These white porcelain knobs give a traditional touch to your kitchen.,HISHULT,Knob,Porcelain white,30 mm,images/objects/502.652.48.jpg
1838,903.074.54,5 year guarantee. Read about the terms in the guarantee brochure.,GRNSLS,Microwave combi with forced air,Stainless steel,Not known,images/objects/903.074.54.jpg
1839,402.019.16,Gives you extra storage in your kitchen.,STENSTORP,Kitchen trolley,"White,oak",45x43x90 cm,images/objects/402.019.16.jpg
1840,302.805.13,"The rug is hard-wearing and durable because its made of sisal, a natural fibre taken from the agave plant.",OSTED,"Rug, flatwoven",Brown,212x300 cm,images/objects/302.805.13.jpg
1841,690.532.46,"ME 325 The price reflects selected options You can customise spacing as you need, because the shelf is adjustable.",METOD,"Wall cabinet w shelves,2 glass drs","White,ekestad oak",80x100 cm,images/objects/690.532.46.jpg
1842,803.033.57,5 year guarantee. Read about the terms in the guarantee brochure.,KULINARISK,Wall mounted extractor hood,"Stainless steel,glass",Not known,images/objects/803.033.57.jpg
1843,501.168.09,2 pull-out leaves included.,BJURSTA,Extendable table,Brown-black,"90,129,168x90 cm",images/dining table/501.168.09.jpg
1844,501.168.09,2 pull-out leaves included.,BJURSTA,Extendable table,Brown-black,"90,129,168x90 cm",images/dining table/501.168.09.jpg
1845,202.422.82,Easy to attach to your window frame. No drilling needed.,SCHOTTIS,Pleated blind,White,90x190 cm,images/objects/202.422.82.jpg
1846,002.882.14,"Hinges are sold separately. EKESTAD door has a thin solid oak frame and an oak veneer panel. The design is timeless, with simple straight lines that let the wood pattern steal the show. Oak sets a warm, light tone in your kitchen.",EKESTAD,Door,Oak,40x80 cm,images/objects/002.882.14.jpg
1847,902.773.48,"Made of feldspar porcelain, which makes the plate impact resistant and durable.",VRDERA,Deep plate,White,20x20 cm,images/objects/902.773.48.jpg
1848,202.820.70,"Frees up your worktop, as the knife block is hung on the wall. A magnet holds your knives in place and keeps the blades sharp. Made from a hardwearing material to endure everyday use.",RIMFORSA,Knife holder,Bamboo,20x24x7 cm,images/objects/202.820.70.jpg
1849,102.820.75,"You can choose to put the stand on your worktop, or to hang it on the wall for more space when cooking. The stand is stable enough for both books and tablets. Made from a hardwearing material to endure everyday use.",RIMFORSA,Tablet stand,Bamboo,26x17 cm,images/objects/102.820.75.jpg
1850,402.332.91,"Suitable as a laundry bag or for storage of the children's soft toys or hats, gloves and scarves. The bag does not absorb moisture or odours.",ALGOT,Storage bag with stand,White,56 l,images/objects/402.332.91.jpg
1851,002.753.44,Durable and hard-wearing; meets the requirements on furniture for public use.,NORRKER,Stool,White birch,Not known,images/objects/002.753.44.jpg
1852,202.542.32,"Comfortable to carry because the entire clothes-basket is made of soft, flexible plastic.",TORKIS,"Flexi clothes-basket, in,outdoor",Green,35 l,images/objects/202.542.32.jpg
1853,502.509.30,You can hang the peg basket on a drying hanger or clothes line and have your hands free to hang laundry.,TORKIS,Peg basket with 30 clothes pegs,"In,outdoor white,green",Not known,images/objects/502.509.30.jpg
1854,403.057.87,"Mouth-blown by skilled craftspeople, making each jar unique.",SINNERLIG,Jar with lid,"Clear glass,cork",3.5 l,images/objects/403.057.87.jpg
1855,801.896.63,Suitable for both indoor and outdoor use.,PRESSA,Hanging dryer 16 clothes pegs,Assorted colours,Not known,images/objects/801.896.63.jpg
1856,202.428.90,"Space saving as you can put it on the table and when you are finished, you can just hang it up with the hook underneath on a door or in the wardrobe.",JLL,"Ironingboard, table",Not known,73x32 cm,images/objects/202.428.90.jpg
1857,302.581.21,"The string mop and cloths are made of microfibre, which is very effective at cleaning and removing stubborn dirt, even without detergent.",SKVALPA,7-piece cleaning set w string mop,Beige,Not known,images/objects/302.581.21.jpg
1858,502.287.55,Suitable for both indoor and outdoor use.,MULIG,"Drying rack, in,outdoor",White,Not known,images/objects/502.287.55.jpg
1859,002.785.78,Suitable for both indoor and outdoor use.,HYLLIS,Shelving unit,"In,outdoor",60x27x140 cm,images/objects/002.785.78.jpg
1860,402.595.11,"The table is durable and easy to care for, as it is made of powder-coated steel and plastic.",VDD,"Table, outdoor",White,58x74 cm,images/dining table/402.595.11.jpg
1861,402.595.11,"The table is durable and easy to care for, as it is made of powder-coated steel and plastic.",VDD,"Table, outdoor",White,58x74 cm,images/dining table/402.595.11.jpg
1862,802.051.68,"The mirror comes with safety film on the back, which reduces the risk of injury if the glass is broken.",LILLNGEN,Mirror cabinet with 1 door,White,40x21x64 cm,images/mirror/802.051.68.jpg
1863,802.051.68,"The mirror comes with safety film on the back, which reduces the risk of injury if the glass is broken.",LILLNGEN,Mirror cabinet with 1 door,White,40x21x64 cm,images/mirror/802.051.68.jpg
1864,702.970.12,With a suction cup that grips smooth surfaces.,STUGVIK,Soap dispenser with suction cup,White,Not known,images/objects/702.970.12.jpg
1865,402.953.16,"A terry towel that is soft and absorbent (weight 380 g,m).",NIMMERN,Hand towel,Multicolour,50x100 cm,images/objects/402.953.16.jpg
1866,301.635.52,"A terry towel in medium thickness that is soft and highly absorbent (weight 400 g,m).",HREN,Bath towel,Green,70x140 cm,images/objects/301.635.52.jpg
1867,102.936.58,"Soft terry bath mat with high absorption capacity (weight 900 g,m).",BLANKSJN,Bath mat,White,50x80 cm,images/objects/102.936.58.jpg
1868,502.952.74,Densely-woven polyester fabric with water-repellent coating.,NIMMERN,Shower curtain,Multicolour,180x180 cm,images/objects/502.952.74.jpg
1869,702.050.79,A good solution if you are short of space.,LILLNGEN,High cabinet,Black-brown,30x38x179 cm,images/objects/702.050.79.jpg
1870,502.431.62,"The mirror comes with safety film on the back, which reduces the risk of injury if the glass is broken.",ENUDDEN,Mirror,White,58x40 cm,images/mirror/502.431.62.jpg
1871,502.431.62,"The mirror comes with safety film on the back, which reduces the risk of injury if the glass is broken.",ENUDDEN,Mirror,White,58x40 cm,images/mirror/502.431.62.jpg
1872,801.592.08,"A terry towel in medium thickness that is soft and highly absorbent (weight 500 g,m).",FRJEN,Bath sheet,Grey,100x150 cm,images/objects/801.592.08.jpg
1873,301.550.19,The box is easy to carry and take in and out of a drawer or shelf since it has two cut-out handles that make it comfortable to grip.,VARIERA,Box,White,24x17 cm,images/objects/301.550.19.jpg
1874,702.135.50,"The jar has an aroma-tight seal, which makes it perfect for preserving your favourite homemade jams and jellies.",KORKEN,Jar with lid,Clear glass,1.8 l,images/objects/702.135.50.jpg
1875,201.635.95,"A terry towel in medium thickness that is soft and highly absorbent (weight 400 g,m).",HREN,Washcloth,White,30x30 cm,images/objects/201.635.95.jpg
1876,803.022.87,"Adjustable shelves, so you can customise your storage as needed.",BRUSALI,High cabinet with door,White,80x190 cm,images/objects/803.022.87.jpg
1877,102.923.57,Perfect for storing cans and bottles as the box is sturdy.,KNAGGLIG,Box,Pine,23x31x15 cm,images/objects/102.923.57.jpg
1878,202.809.57,"Untreated solid pine is a durable natural material that can be painted, oiled or stained according to preference.",NORNS,Side table,Pine,52 cm,images/dining table/202.809.57.jpg
1879,202.809.57,"Untreated solid pine is a durable natural material that can be painted, oiled or stained according to preference.",NORNS,Side table,Pine,52 cm,images/dining table/202.809.57.jpg
1880,602.809.41,"Untreated solid pine is a durable natural material that can be painted, oiled or stained according to preference.",NORNS,Coffee table,Pine,59x59 cm,images/dining table/602.809.41.jpg
1881,602.809.41,"Untreated solid pine is a durable natural material that can be painted, oiled or stained according to preference.",NORNS,Coffee table,Pine,59x59 cm,images/dining table/602.809.41.jpg
1882,402.809.42,"Untreated solid pine is a durable natural material that can be painted, oiled or stained according to preference.",NORNS,Side table,Pine,59x30 cm,images/dining table/402.809.42.jpg
1883,402.809.42,"Untreated solid pine is a durable natural material that can be painted, oiled or stained according to preference.",NORNS,Side table,Pine,59x30 cm,images/dining table/402.809.42.jpg
1884,802.841.94,The curtains lower the general light level and provide privacy by preventing people outside from seeing directly into the room.,AINA,"Curtains, 1 pair",Beige,145x300 cm,images/objects/802.841.94.jpg
1885,802.991.95,Durable coated fabric that has the same look and feel as leather.,DAGARN,Two-seat sofa with chaise longue,Kimstad turquoise,Not known,images/couch/802.991.95.jpg
1886,802.991.95,Durable coated fabric that has the same look and feel as leather.,DAGARN,Two-seat sofa with chaise longue,Kimstad turquoise,Not known,images/couch/802.991.95.jpg
1887,702.991.91,Durable coated fabric that has the same look and feel as leather.,DAGARN,Footstool,Kimstad turquoise,Not known,images/objects/702.991.91.jpg
1888,802.133.09,The table top in tempered glass is stain resistant and easy to clean.,VITTSJ,Coffee table,"Black-brown,glass",75 cm,images/dining table/802.133.09.jpg
1889,802.133.09,The table top in tempered glass is stain resistant and easy to clean.,VITTSJ,Coffee table,"Black-brown,glass",75 cm,images/dining table/802.133.09.jpg
1890,202.390.10,The thick curtains darken the room and provide privacy by preventing people outside from seeing into the room.,SANELA,"Curtains, 1 pair",Light turquoise,140x300 cm,images/objects/202.390.10.jpg
1891,303.101.62,You can easily direct the light where you want it because the lamp arm is adjustable.,JANSJ,"LED wall,clamp spotlight",Gold-colour,Not known,images/objects/303.101.62.jpg
1892,902.585.47,"The vase is handmade, which means that all the vases in the series have a unique look and none are exactly the same.",FIRANDE,Vase,"Clear glass,black",40 cm,images/objects/902.585.47.jpg
1893,403.097.71,The glass vase is mouth blown by a skilled craftsperson.,TGNG,Vase,Grey,18 cm,images/objects/403.097.71.jpg
1894,003.057.70,"The bowl is handmade, which means that all the bowls in the series have a unique look and none are exactly the same.",FIRANDE,Bowl,"Clear glass,black",35 cm,images/objects/003.057.70.jpg
1895,902.591.89,"JTTEVIKTIG is a bold eye-catcher that adds character to the room, whether you choose to use several together in an exciting combination or each individually.",JTTEVIKTIG,"Candle holder, set of 2",White,Not known,images/objects/902.591.89.jpg
1896,502.970.46,Solid wood has a natural feel.,HEMNES,TV bench,Black-brown,149x47 cm,images/objects/502.970.46.jpg
1897,398.758.49,The cover is easy to keep clean as it is removable and can be machine washed.,EKTORP,Three-seat sofa,Blekinge white,Not known,images/couch/398.758.49.jpg
1898,398.758.49,The cover is easy to keep clean as it is removable and can be machine washed.,EKTORP,Three-seat sofa,Blekinge white,Not known,images/couch/398.758.49.jpg
1899,802.703.09,"The rug is hard-wearing and durable because its made of sisal, a natural fibre taken from the agave plant.",OSTED,"Rug, flatwoven",Brown,160x230 cm,images/objects/802.703.09.jpg
1900,691.110.34,You get extra soft comfort and support because the thick seat cushions have a core of pocket springs and a top of cut foam and polyester fibres.,NOCKEBY,Two-seat sofa w chaise longue left,"Ten light grey,wood",Not known,images/couch/691.110.34.jpg
1901,691.110.34,You get extra soft comfort and support because the thick seat cushions have a core of pocket springs and a top of cut foam and polyester fibres.,NOCKEBY,Two-seat sofa w chaise longue left,"Ten light grey,wood",Not known,images/couch/691.110.34.jpg
1902,691.224.38,You get extra soft comfort and support because the thick cushion has a core of pocket springs and a top of cut foam and polyester fibres.,NOCKEBY,Footstool,"Ten light grey,chrome-plated",Not known,images/objects/691.224.38.jpg
1903,103.019.55,The high pile dampens sound and provides a soft surface to walk on.,MULLERUP,"Rug, high pile",Dark beige,200x300 cm,images/objects/103.019.55.jpg
1904,190.310.06,"You sit comfortably thanks to the padded seat, padded back and armrests.",NILS,Chair with armrests,"Black,skiftebo dark grey",Not known,images/chair/190.310.06.jpg
1905,002.975.67,The curtains let the daylight through but provide privacy so they are perfect to use in a layered window solution.,VIVAN,"Curtains, 1 pair",Grey,145x300 cm,images/objects/002.975.67.jpg
1906,902.177.93,"You can fold the chair, so it takes less space when you're not using it.",FRODE,Folding chair,Dark grey,Not known,images/chair/902.177.93.jpg
1907,802.970.21,Solid wood has a natural feel.,HEMNES,TV bench,White stain,149x47 cm,images/objects/802.970.21.jpg
1908,002.456.44,Solid wood has a natural feel.,HEMNES,Bookcase,White stain,90x197 cm,images/objects/002.456.44.jpg
1909,101.762.87,Solid wood has a natural feel.,HEMNES,Coffee table,White stain,90x90 cm,images/dining table/101.762.87.jpg
1910,101.762.87,Solid wood has a natural feel.,HEMNES,Coffee table,White stain,90x90 cm,images/dining table/101.762.87.jpg
1911,202.873.17,Create your own personalised pendant or floor lamp by combining the lamp shade with your choice of cord set or base.,UTNS,Lamp shade,White,37 cm,images/objects/202.873.17.jpg
1912,502.629.33,The densely woven curtains darken the room and provide privacy by preventing people outside from seeing into the room.,BLEKVIVA,"Curtains with tie-backs, 1 pair",Beige,145x300 cm,images/objects/502.629.33.jpg
1913,902.397.33,"Glass-door cabinet in durable materials like tempered glass, solid wood and metal.",STOCKHOLM,Glass-door cabinet,Beige,90x180 cm,images/objects/902.397.33.jpg
1914,802.396.82,This chair is made from moulded high resilience foam that provides comfort and support  and keeps its shape for years.,STOCKHOLM,Swivel easy chair,Sandbacka dark beige,Not known,images/chair/802.396.82.jpg
1915,202.396.99,This chair is made from moulded high resilience foam that provides comfort and support  and keeps its shape for years.,STOCKHOLM,High-back armchair,Sandbacka black,Not known,images/chair/202.396.99.jpg
1916,802.972.43,"Separate shelf for magazines, etc. helps you keep your things organised and the table top clear.",RISSNA,Side table,Beige,60 cm,images/dining table/802.972.43.jpg
1917,802.972.43,"Separate shelf for magazines, etc. helps you keep your things organised and the table top clear.",RISSNA,Side table,Beige,60 cm,images/dining table/802.972.43.jpg
1918,602.397.15,"The TV bench in walnut veneer with legs of solid ash brings a warm, natural feeling to your room.",STOCKHOLM,TV bench,Walnut veneer,160x40 cm,images/objects/602.397.15.jpg
1919,002.976.66,Cotton velvet gives depth to the colour and softness to the touch.,MALISEN,Cushion,"White,beige",50x50 cm,images/objects/002.976.66.jpg
1920,701.194.25,The LED light source consumes up to 85% less energy and lasts 20 times longer than incandescent bulbs.,DIODER,LED multi-use lighting,White,Not known,images/objects/701.194.25.jpg
1921,390.338.01,You get extra soft comfort and support because the thick cushion has a core of pocket springs and a top of cut foam and polyester fibres.,STOCKSUND,Three-seat sofa,"Nolhaga dark grey,black,wood",Not known,images/couch/390.338.01.jpg
1922,390.338.01,You get extra soft comfort and support because the thick cushion has a core of pocket springs and a top of cut foam and polyester fibres.,STOCKSUND,Three-seat sofa,"Nolhaga dark grey,black,wood",Not known,images/couch/390.338.01.jpg
1923,590.336.35,Storage space under the seat. The lid stays open so you can safely and easily take things in and out.,STOCKSUND,Bench,"Nolhaga dark grey,black,wood",Not known,images/objects/590.336.35.jpg
1924,602.165.49,The oversized lamp head gives both a good concentrated light for reading and good general light for smaller areas.,HEKTAR,Floor lamp,Dark grey,Not known,images/objects/602.165.49.jpg
1925,202.361.20,It's easy to make a decorative candle arrangement by combining several ERSTTA block candle holders in different heights.,ERSTTA,Block candle holder,Grey,21 cm,images/objects/202.361.20.jpg
1926,902.396.67,This chair is made from moulded high resilience foam that provides comfort and support  and keeps its shape for years.,STOCKHOLM,Swivel easy chair,Sandbacka green,Not known,images/chair/902.396.67.jpg
1927,302.397.12,"The table surface in walnut veneer and legs in solid walnut give a warm, natural feeling to your room.",STOCKHOLM,Coffee table,Walnut veneer,93 cm,images/dining table/302.397.12.jpg
1928,302.397.12,"The table surface in walnut veneer and legs in solid walnut give a warm, natural feeling to your room.",STOCKHOLM,Coffee table,Walnut veneer,93 cm,images/dining table/302.397.12.jpg
1929,202.396.80,This chair is made from moulded high resilience foam that provides comfort and support  and keeps its shape for years.,STOCKHOLM,Swivel easy chair,Sandbacka yellow,Not known,images/chair/202.396.80.jpg
1930,990.234.08,"Adjustable shelves, so you can customise your storage as needed.","BILLY,OXBERG",Bookcase,Birch veneer,200x237x30 cm,images/objects/990.234.08.jpg
1931,490.904.81,Layer-glued bent beech frame gives comfortable resilience.,PONG,Rocking-chair,"Birch veneer,finnsta white",Not known,images/chair/490.904.81.jpg
1932,302.348.61,"Made of bamboo, which is an easy-care and hardwearing natural material.",RUNDLIG,Serving bowl,"Bamboo,green",30 cm,images/objects/302.348.61.jpg
1933,802.806.76,Can be used individually or be pushed together to save space.,SVALSTA,"Nest of tables, set of 2",Birch veneer,Not known,images/dining table/802.806.76.jpg
1934,802.806.76,Can be used individually or be pushed together to save space.,SVALSTA,"Nest of tables, set of 2",Birch veneer,Not known,images/dining table/802.806.76.jpg
1935,591.553.30,Adjustable shelves; adapt space between shelves according to your needs.,"BILLY,OXBERG",Bookcase,Brown ash veneer,80x202x30 cm,images/objects/591.553.30.jpg
1936,703.233.51,Adjustable shelves; adapt space between shelves according to your needs.,BILLY,Bookcase,Brown ash veneer,80x28x106 cm,images/objects/703.233.51.jpg
1937,391.504.42,You get extra soft comfort and support because the thick seat cushions have a core of pocket springs and a top of cut foam and polyester fibres.,NOCKEBY,Two-seat sofa w chaise longue left,"Tallmyra light beige,wood",Not known,images/couch/391.504.42.jpg
1938,391.504.42,You get extra soft comfort and support because the thick seat cushions have a core of pocket springs and a top of cut foam and polyester fibres.,NOCKEBY,Two-seat sofa w chaise longue left,"Tallmyra light beige,wood",Not known,images/couch/391.504.42.jpg
1939,402.972.40,Can be used individually or be pushed together to save space.,RISSNA,"Nest of tables, set of 2",Beige,Not known,images/dining table/402.972.40.jpg
1940,402.972.40,Can be used individually or be pushed together to save space.,RISSNA,"Nest of tables, set of 2",Beige,Not known,images/dining table/402.972.40.jpg
1941,002.811.56,The zipper makes the cover easy to remove.,HENRIKA,Cushion cover,Medium brown,50x50 cm,images/objects/002.811.56.jpg
1942,602.499.60,Provided with safety film - reduces damage if glass is broken.,STOCKHOLM,Mirror,Walnut veneer,80 cm,images/mirror/602.499.60.jpg
